0.9846181869506836,-1,4d505520696e697469a6c697aedd,522,a,00000000,63
0.9925971031188965,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
0.9968180656433105,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0047922134399414,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0129950046539307,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0212721824645996,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0291621685028076,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0373260974884033,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.04563307762146,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0539660453796387,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0622801780700684,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.070080041885376,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.078296184539795,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0865089893341064,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.0949242115020752,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1032061576843262,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1110382080078125,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1193461418151855,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1276299953460693,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1359021663665771,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1442081928253174,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.151961088180542,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1603760719299316,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1686491966247559,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1768879890441895,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.1849071979522705,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.192903995513916,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.2010531425476074,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.209322214126587,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
1.2178192138671875,-1,2,b,000000000000000000000000000000000000,60,2,a,00000000,63
