time (sec),mcp9808: 1,tmp36: 0
,temperature C,temperature C
1.0005371570587158,-20.5625,-21.64115287162162
2.003681182861328,-20.5625,-25.125105574324323
3.000227212905884,-20.5625,-21.989548141891888
4.004630088806152,-20.5,-22.07664695945946
5.002060174942017,-20.5,-21.55405405405405
6.001071214675903,-20.1875,-21.205658783783782
7.001077175140381,-18.875,-19.72497888513513
8.000952005386353,-18.25,-17.286211993243242
9.000120162963867,-17.625,-16.676520270270267
10.001890182495117,-17.4375,-15.718433277027025
11.000890016555786,-17.5,-15.457136824324323
12.00393009185791,-17.4375,-15.282939189189186
13.002365112304688,-17.125,-14.93454391891892
14.004424095153809,-16.875,-14.760346283783782
15.005516052246094,-16.6875,-14.150654560810807
16.002573013305664,-16.5,-13.889358108108105
17.002376079559326,-16.3125,-13.453864020270267
18.003581047058105,-16.25,-13.10546875
19.00070309638977,-16.125,-12.669974662162161
20.0053551197052,-15.9375,-12.58287584459459
21.000513076782227,-15.75,-12.321579391891888
22.005266189575195,-15.625,-12.234480574324323
23.004889011383057,-15.4375,-11.886085304054049
24.003793001174927,-15.25,-11.537690033783782
25.00350308418274,-15.125,-11.71188766891892
26.00296401977539,-15.0625,-11.537690033783782
27.003063201904297,-14.9375,-11.189294763513509
28.004037141799927,-14.75,-10.840899493243242
29.000762224197388,-14.5625,-10.405405405405403
30.001947164535522,-14.4375,-10.318306587837839
31.004260063171387,-14.3125,-10.144108952702702
32.003334045410156,-14.25,-9.8828125
33.00330209732056,-14.0,-10.144108952702702
34.00453209877014,-13.9375,-9.273120777027025
35.0022451877594,-13.8125,-9.447318412162161
36.00647211074829,-13.6875,-8.750527871621621
37.00320911407471,-13.5,-9.36021959459459
38.00637412071228,-13.375,-8.663429054054049
39.00572204589844,-13.3125,-8.402132601351347
40.00575518608093,-13.1875,-8.576330236486484
41.00475215911865,-13.0625,3.3562077702702737
42.006004095077515,-12.9375,-8.315033783783782
43.00257205963135,-12.875,-7.53114442567567
44.00469708442688,-12.75,-7.53114442567567
45.00165319442749,-12.6875,-8.05373733108108
46.001976013183594,-12.5625,-7.792440878378379
47.001864194869995,-12.375,5.011085304054056
48.004924058914185,-12.25,-7.444045608108105
49.00489521026611,-12.25,-7.269847972972968
50.00145506858826,-12.0625,-6.83435388513513
51.001522064208984,-11.9375,-6.747255067567565
52.00360321998596,-11.8125,-6.83435388513513
53.00402021408081,-11.625,-6.398859797297291
54.003446102142334,-11.5625,-6.485958614864863
55.00206708908081,-11.4375,-6.0504645270270245
56.00138020515442,-11.3125,-5.96336570945946
57.00227212905884,-11.1875,-5.876266891891888
58.00086712837219,-11.0625,-5.789168074324323
59.005781173706055,-10.875,-5.702069256756751
60.003435134887695,-10.75,-5.702069256756751
61.00324106216431,-10.625,-5.96336570945946
62.00157713890076,-10.5,-5.789168074324323
63.00369310379028,-10.4375,-5.614970439189186
64.00318622589111,-10.3125,-5.614970439189186
65.00446200370789,-10.25,-5.0052787162162105
66.00112819671631,-10.0625,-5.353673986486484
67.00217413902283,-9.9375,-4.221389358108105
68.00639414787292,-9.75,-4.656883445945944
69.00190901756287,-9.6875,-5.0052787162162105
70.00110101699829,-9.5625,-3.9600929054054035
71.00039505958557,-9.4375,-4.395586993243242
72.00574517250061,-9.25,-3.7858952702702666
73.00052118301392,-9.0625,-3.6116976351351298
74.00576615333557,-8.9375,-3.524598817567565
75.00496006011963,-8.875,-3.176203547297291
76.00215220451355,-8.75,-3.176203547297291
77.00298404693604,-8.6875,-3.350401182432428
78.0039792060852,-8.5625,-3.176203547297291
79.00155901908875,-8.375,-3.0891047297297263
80.00253105163574,-8.3125,-2.8278082770270245
81.00606918334961,-8.1875,-2.392314189189186
82.00137114524841,-8.0625,-2.305215371621621
83.0060122013092,-8.0,-2.392314189189186
84.00331211090088,-7.875,-2.479413006756751
85.0014340877533,-7.8125,-2.218116554054049
86.00370216369629,-7.6875,-2.392314189189186
87.00412011146545,-7.5625,-1.7826224662162105
88.00417304039001,-7.5,-1.6955236486486456
89.00129413604736,-7.4375,-1.5213260135135087
90.00044703483582,-7.3125,-1.6084248310810807
91.00053215026855,-7.1875,-1.3471283783783718
92.00216221809387,-7.0625,-1.260029560810807
93.00289702415466,-6.9375,-1.4342271959459438
94.00197315216064,-6.75,-1.3471283783783718
95.00386500358582,-6.625,-1.4342271959459438
96.00488305091858,-6.5,-0.8245354729729684
97.00051712989807,-6.4375,-0.9116342905405403
98.00334405899048,-6.3125,-0.9116342905405403
99.00050020217896,-6.25,-0.5632390202702666
100.00537705421448,-6.125,-2.566511824324323
101.0016930103302,-6.0,0.3077491554054106
102.00035119056702,-5.875,-0.040646114864863137
103.00279021263123,-5.75,-0.21484375
104.00398516654968,-5.6875,0.48194679054054035
105.00292205810547,-5.625,-0.040646114864863137
106.00203800201416,-5.5,-0.040646114864863137
107.00380802154541,-5.375,0.13355152027027373
108.00230503082275,-5.3125,0.6561444256756772
