,tmp36,mcp9808
timestamp,temperature C,temperature C
373.0043320655823,-17.46040962837838,-13.6875
374.0052900314331,-18.15720016891892,-13.6875
375.00500202178955,-17.63460726351351,-13.6875
376.000746011734,-18.33139780405405,-13.6875
377.00177121162415,-18.33139780405405,-13.75
378.0044090747833,-18.15720016891892,-13.8125
379.00245213508606,-18.41849662162162,-13.8125
380.00460505485535,-18.679793074324323,-13.875
381.00399804115295,-17.72170608108108,-13.8125
382.00545501708984,-18.15720016891892,-13.875
383.0044322013855,-18.070101351351347,-13.875
384.00275111198425,-18.070101351351347,-13.9375
385.0049800872803,-18.33139780405405,-13.9375
386.0040400028229,-18.15720016891892,-14.0
387.0003571510315,-18.070101351351347,-13.9375
388.00249099731445,-18.33139780405405,-14.0
389.0036590099335,-18.15720016891892,-14.0625
390.0026361942291,-18.592694256756758,-14.0
391.00255703926086,-18.33139780405405,-14.0625
392.0050551891327,-17.895903716216218,-14.0625
393.002681016922,-18.505595439189186,-14.0625
394.00024700164795,-18.766891891891888,-14.0625
395.0004711151123,-18.505595439189186,-14.25
396.00613617897034,-18.505595439189186,-14.1875
397.00115418434143,-18.244298986486484,-14.25
398.00272512435913,-18.41849662162162,-14.3125
399.00082898139954,-18.679793074324323,-14.25
400.0023081302643,-18.766891891891888,-14.3125
401.00486302375793,-18.85399070945946,-14.3125
402.0028111934662,-18.505595439189186,-14.25
403.0022461414337,-18.679793074324323,-14.375
404.00513219833374,-18.679793074324323,-14.4375
405.0036029815674,-18.85399070945946,-14.375
406.00195503234863,-18.070101351351347,-14.5
407.00462317466736,-19.02818834459459,-14.5
408.00300097465515,-19.2894847972973,-14.5
409.00202918052673,-18.679793074324323,-14.5625
410.0062370300293,-18.85399070945946,-14.5
411.00140500068665,-19.202385979729726,-14.625
412.0049681663513,-18.679793074324323,-14.625
413.00057315826416,-18.679793074324323,-14.625
414.0061330795288,-18.679793074324323,-14.6875
415.0036270618439,-18.766891891891888,-14.6875
416.0020360946655,-18.766891891891888,-14.75
417.0031991004944,-18.766891891891888,-14.75
418.00335001945496,-18.41849662162162,-14.75
419.0032432079315,-19.2894847972973,-14.8125
420.0052421092987,-18.592694256756758,-14.75
421.0032250881195,-19.02818834459459,-14.8125
422.0030469894409,-18.85399070945946,-14.8125
