time (sec),tmp36: 0,mcp9808: 1
,temperature C,temperature C
1.004328966140747,-15.370038006756758,-16.75
2.004556894302368,-15.108741554054049,-15.375
3.0065829753875732,-13.715160472972968,-15.1875
4.000910043716431,-10.927998310810807,-15.0
5.003512859344482,-9.708614864864863,-14.875
6.005296945571899,-10.05701013513513,-14.75
7.003773927688599,-10.318306587837839,-14.625
8.000249862670898,-10.144108952702702,-14.4375
9.001946926116943,-10.840899493243242,-14.3125
10.005553007125854,-10.405405405405403,-14.125
11.004458904266357,-10.57960304054054,-13.8125
12.00472092628479,-10.05701013513513,-13.6875
13.005506038665771,-10.144108952702702,-13.5
14.001734972000122,-9.36021959459459,-13.3125
15.003623008728027,-10.144108952702702,-13.1875
16.003240823745728,-9.447318412162161,-12.9375
17.0017249584198,-9.447318412162161,-12.75
18.00331997871399,-9.447318412162161,-12.6875
19.003782033920288,-9.011824324324323,-12.625
20.00520896911621,-9.011824324324323,-12.5
21.004148960113525,-9.011824324324323,-12.3125
22.00414204597473,-8.140836148648646,-12.25
23.00371503829956,-8.402132601351347,-12.0625
24.004371881484985,-8.576330236486484,-11.9375
25.003325939178467,-8.05373733108108,-11.9375
26.00304889678955,-7.792440878378379,-11.875
27.00465488433838,-7.879539695945944,-11.625
28.00123405456543,-8.315033783783782,-11.4375
29.004426956176758,-7.966638513513509,-11.3125
30.00382685661316,-7.792440878378379,-11.25
31.00041699409485,-7.53114442567567,-11.0625
32.00322198867798,-6.747255067567565,-10.875
33.00289797782898,-6.398859797297291,-10.6875
34.00303602218628,-6.137563344594589,-10.625
35.00042986869812,-5.702069256756751,-10.4375
36.001232862472534,-6.0504645270270245,-10.3125
37.003998041152954,-6.311760979729726,-10.25
38.002718925476074,-5.789168074324323,-10.125
39.004984855651855,-4.656883445945944,-9.9375
40.00099802017212,-4.831081081081081,-9.875
41.00083899497986,-4.918179898648646,-9.6875
42.0059609413147,-4.831081081081081,-9.625
43.0056848526001,-4.221389358108105,-9.375
44.003063917160034,-3.6987964527027017,-9.25
45.000913858413696,-4.047191722972968,-9.1875
46.00155782699585,-4.395586993243242,-9.125
47.00019598007202,-2.6536106418918877,-9.0
48.006510972976685,-3.8729940878378315,-8.875
49.0040979385376,-2.566511824324323,-8.8125
50.00263595581055,-3.0020059121621614,-8.625
51.00547385215759,-3.263302364864863,-8.5
52.00054097175598,-2.131017736486484,-8.4375
53.00149488449097,-2.6536106418918877,-8.25
54.00330090522766,-2.9149070945945894,-8.1875
55.000651836395264,-2.479413006756751,-8.1875
56.00348687171936,-2.131017736486484,-7.9375
57.00323796272278,-2.131017736486484,-7.8125
58.00629186630249,-1.8697212837837824,-7.75
59.002588987350464,-2.218116554054049,-7.625
60.000258922576904,-2.305215371621621,-7.4375
61.00036382675171,-2.218116554054049,-7.3125
62.00258803367615,-2.0439189189189193,-7.125
63.00212502479553,-2.131017736486484,-7.0
64.0018949508667,2.5723184121621685,-6.8125
65.00596785545349,-2.218116554054049,-6.75
66.00017189979553,-1.172930743243242,-6.5
67.0018048286438,-1.172930743243242,-6.375
68.00457406044006,-0.6503378378378315,-6.25
69.00288391113281,-0.7374366554054035,-6.1875
70.00639390945435,0.04645270270270885,-6.0
71.00064396858215,-0.47614020270270174,-5.9375
72.00239992141724,0.13355152027027373,-5.875
73.00289988517761,0.917440878378379,-5.625
74.005441904068,-0.47614020270270174,-5.5
75.00357604026794,-0.38904138513512976,-5.375
76.00261902809143,0.13355152027027373,-5.3125
77.00638604164124,0.3077491554054106,-5.125
78.00176000595093,0.3077491554054106,-5.0625
79.00623297691345,0.3077491554054106,-4.9375
80.00525093078613,1.2658361486486527,-4.875
81.0058970451355,0.5690456081081123,-4.75
82.00483798980713,1.1787373310810807,-4.6875
83.00115704536438,1.1787373310810807,-4.6875
84.00111293792725,1.3529349662162176,-4.625
85.00269293785095,1.2658361486486527,-4.4375
86.00490999221802,1.5271326013513544,-4.3125
87.00360083580017,2.13682432432433,-4.1875
88.00107502937317,1.7013302364864913,-4.125
89.00232100486755,1.6142314189189193,-4.0
90.00550603866577,2.5723184121621685,-3.875
91.00150394439697,2.3110219594594597,-3.875
92.0019018650055,1.5271326013513544,-3.6875
93.00222587585449,2.13682432432433,-3.5625
94.00446796417236,2.13682432432433,-3.5625
95.00582695007324,2.5723184121621685,-3.4375
96.00250482559204,2.7465160472972983,-3.375
97.00579404830933,2.7465160472972983,-3.25
98.00450205802917,2.6594172297297334,-3.0
99.00063300132751,2.7465160472972983,-2.9375
100.00565695762634,3.3562077702702737,-2.8125
101.00061798095703,3.269108952702709,-2.75
102.0016839504242,3.7046030405405403,-2.625
103.00492000579834,3.878800675675677,-2.5
104.00089001655579,4.052998310810814,-2.4375
105.00162196159363,3.7046030405405403,-2.375
106.00538492202759,3.4433065878378386,-2.25
107.00540089607239,3.7046030405405403,-2.1875
108.00263905525208,2.920713682432435,-2.125
109.00537991523743,4.227195945945951,-1.9375
110.00237083435059,4.140097128378379,-1.875
111.00395894050598,4.140097128378379,-1.75
112.00085783004761,4.401393581081088,-1.5625
113.00525188446045,4.314294763513516,-1.4375
114.00050282478333,4.488492398648653,-1.375
115.00353288650513,5.098184121621628,-1.3125
116.00301599502563,4.836887668918919,-1.25
117.00547003746033,5.011085304054056,-1.1875
118.00386500358582,4.6626900337837895,-1.0625
119.00313591957092,5.185282939189193,-0.9375
120.00227999687195,5.185282939189193,-0.875
121.00183701515198,5.7078758445945965,-0.875
122.00139594078064,5.446579391891895,-0.8125
123.00409483909607,5.185282939189193,-0.6875
124.00343585014343,6.317567567567572,-0.625
125.00373101234436,5.011085304054056,-0.5625
126.00336694717407,5.7078758445945965,-0.4375
127.00373101234436,6.05627111486487,-0.3125
128.00445890426636,6.143369932432435,-0.1875
129.00569891929626,5.7949746621621685,-0.125
130.0055570602417,6.05627111486487,0.0625
131.0048270225525,5.446579391891895,0.0625
132.00629091262817,6.143369932432435,0.25
133.00099086761475,6.143369932432435,0.3125
134.00146293640137,6.8401604729729755,0.4375
135.00402092933655,6.143369932432435,0.5625
136.00495886802673,6.578864020270274,0.5625
137.00326704978943,6.143369932432435,0.625
138.0045509338379,6.753061655405411,0.75
139.00286293029785,6.578864020270274,0.75
140.00350689888,6.578864020270274,0.875
141.00300192832947,7.014358108108112,1.0
142.00233602523804,6.578864020270274,1.125
143.00261998176575,7.101456925675677,1.125
144.0059118270874,7.275654560810814,1.1875
